Actividad económica principal;Indicador;Comunidad autónoma;periodo;Total
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2016;812,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2015;860,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2014;864,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2013;887,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2012;935,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2011;949,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2010;926,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2009;767,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Madrid, Comunidad de;2008;779,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2024;129,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2023;136,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2022;142,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2021;149,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2020;168,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2019;171,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2018;189,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2017;201,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2016;202,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2015;202,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2014;220,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2013;214,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2012;238,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2011;238,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2010;228,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2009;234,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Murcia, Región de;2008;234,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2024;70,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2023;73,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2022;82,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2021;87,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2020;86,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2019;98,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2018;105,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2017;115,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2016;108,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2015;103,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2014;95,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2013;94,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2012;100,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2011;93,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2010;88,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2009;96,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Navarra, Comunidad Foral de;2008;102,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2024;283,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2023;296,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2022;313,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2021;305,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2020;320,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2019;336,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2018;354,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2017;359,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2016;376,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2015;369,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2014;370,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2013;372,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2012;375,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2011;387,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2010;399,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2009;397,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;País Vasco;2008;554,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2024;30,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2023;34,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2022;38,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2021;40,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2020;43,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2019;42,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2018;45,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2017;48,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2016;48,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2015;57,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2014;57,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2013;52,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2012;50,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2011;48,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2010;46,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2009;48,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Rioja, La;2008;46,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2024;23,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2023;22,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2022;26,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2021;25,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2020;23,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2019;23,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2018;25,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2017;28,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2016;27,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2015;24,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2014;23,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2013;20,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2012;21,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2011;19,0
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2010;..
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2009;..
4764 Comercio al por menor de artículos deportivos;Valores absolutos;Ceuta y Melilla;2008;..
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2024;10,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2023;10,9
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2022;11,7
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2021;12,6
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2020;13,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2019;14,7
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2018;17,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2017;18,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2016;20,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2015;22,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2014;24,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2013;27,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2012;29,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2011;31,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2010;32,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2009;32,9
4764 Comercio al por menor de artículos deportivos;Porcentaje;Total;2008;33,8
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2024;10,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2023;11,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2022;12,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2021;13,1
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2020;14,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2019;16,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2018;19,6
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2017;21,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2016;22,8
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2015;25,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2014;27,6
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2013;31,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2012;34,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2011;36,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2010;37,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2009;36,8
4764 Comercio al por menor de artículos deportivos;Porcentaje;Andalucía;2008;36,9
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2024;9,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2023;9,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2022;9,9
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2021;11,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2020;12,8
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2019;14,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2018;15,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2017;15,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2016;17,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2015;18,8
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2014;19,7
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2013;20,9
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2012;21,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2011;23,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2010;24,1
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2009;38,6
4764 Comercio al por menor de artículos deportivos;Porcentaje;Aragón;2008;36,7
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2024;10,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2023;11,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2022;11,9
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2021;12,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2020;13,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2019;15,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2018;20,4
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2017;21,0
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2016;20,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2015;22,5
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2014;24,2
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2013;26,7
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2012;28,1
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2011;28,1
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2010;31,3
4764 Comercio al por menor de artículos deportivos;Porcentaje;Asturias, Principado de;2009;34,6
